ID,Age,Gender,Experience_years,Species,Experience,Hunch,Glance,Apaja,Familiar,Delicious,Protect,Parents,Grandparents,OtherRelatives,Books,Internet,Course,Other,FunHobby,Food,ResearchOrScience,Relax,NatureExperience,Exercise,SocialActivity,SpeciesPicture1,SpeciesPicture2,Heuristics,Reported_Heuristics1,Reported_Heuristics2,Reported_Heuristics3
552,37,F,30,4,5,5,4,5,4,4,4,x,x,,x,x,,,x,x,,x,x,x,x,Chanterelle Porcini Leccinum LactariusRufus HygrophorusCamarophyllus AlbatrellusOvinus,OrangeBirchBolete  CommonInkCap  ShaggyInkCap,4,Pick,Pick,
553,36,F,5,3,2,5,4,4,4,4,2,x,,x,,,,x,x,,,,x,,x,FunnelChanterelle Porcini,Chanterelle,5,Pick,,Chanterelle Path Cluster FunnelMoss
554,30,F,5,3,4,4,4,4,4,2,5,x,,,,,,,x,x,,x,,,,Porcini LactariusTrivialis CurryMilkcap LactariusLignyotus,Chanterelle,5,Pick,Milk Stockings,
555,55,M,25,10,4,4,4,5,4,5,4,,,,,,,x,x,,,x,,x,,Chanterelle Bolete FunnelChanterelle,Bolete Chanterelle Lactarius ,4,Pick,Milk,
556,51,F,10,3,4,4,4,5,4,2,5,x,,,,,,x,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty Russula Lactarius,Chanterelle,4,Pick White Senses ,,Familiar
557,64,F,34,2,5,5,5,3,4,2,5,x,,,x,x,,,x,x,,x,x,x,,Cantharellus Bolete,Chanterelle,4,,Pick,
558,52,F,40,7,5,5,4,4,2,2,4,,x,,x,,,x,x,x,,x,x,x,x,FunnelChanterelle UglyMilkcap CurryMilkcap HygrophorusCamarophyllus Porcini Hydnum AlbatrellusOvinus FalseSaffronMilkcap,Chanterelle  PestlePuffball  GrassGreenRussula YellowSwampRussula  SheathedWoodtuft,4,Milk Unidentified,Bulb Smell,
559,70,F,40,3,3,3,4,3,5,2,4,x,,,,,,,x,,,x,x,,x,FunnelChanterelle,LactariusRufus,3,,,Familiar
560,46,F,1,3,2,4,4,3,2,4,5,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle,Bolete Chanterelle,2,Eat,Eat White,
561,44,F,10,7,4,4,3,4,4,2,2,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle,Lactarius Bolete ,5,,,
562,34,F,3,3,2,3,2,4,1,1,2,x,,,x,,,x,x,x,,x,x,,,Porcini FunnelChanterelle AlbatrellusOvinus SweetTooth,Chanterelle,5,Equipment Separate BoleteSafe Milk Tell,Bulb Ring Sponge Milk,
563,51,F,40,5,5,5,5,4,4,2,4,,,,,,x,,x,,,x,x,,,Bolete Russula Hygrophoraceae FunnelChanterelle,Chanterelle  WoollyMilkcap  SlipperyJack,4,Pick One Separate,Milk White,FunnelSpruce Path
564,48,F,20,4,4,4,4,5,4,2,4,x,,,,,x,,x,x,,x,x,x,,Chanterelle Bolete,Russula LactariusTrivialis WoollyMilkcap,2,Pick Sources,Sponge Pick,Familiar Similar
565,55,M,35,11,5,5,2,5,5,1,5,,x,,x,x,,,x,x,,,x,x,x,FunnelChanterelle Chanterelle HypholomaCapnoides AlbatrellusOvinus Charbonnier HygrophorusCamarophyllus SweetTooth FlatBulb,OrangeBirchBolete  BoletusBetulicola  BirchWebcap  TheMiller  SheathedWoodtuft,5,Pick ,Bulb,
566,41,F,5,3,4,4,5,3,5,5,4,,,,x,x,,x,x,,,,x,x,,FunnelChanterelle Chanterelle,Chanterelle  Porcini,4,Pick,Milk BoleteSafe,FunnelMoss Chanterelle
567,56,F,50,2,3,2,4,5,5,5,5,x,,x,x,x,,,,x,,x,x,,x,Chanterelle,,4,Pick,Pick,Familiar
568,38,F,30,7,3,4,4,5,2,1,5,x,,,x,x,x,,x,x,,x,x,x,,Chanterelle FunnelChanterelle Bolete Russula Lactarius,,2,Eat,,
569,56,F,53,3,5,5,4,5,5,2,4,x,,x,x,x,,,x,x,,x,x,x,x,FunnelChanterelle LactariusRufus Bolete,Chanterelle   Bolete,4,BoleteSafe Pick ,Milk BoleteSafe,Morel FunnelMoss FunnelSpruce Chanterelle
570,39,F,21,10,4,4,4,4,3,2,3,,,,x,,,,x,x,,x,x,x,x,Bolete FunnelChanterelle HornOfPlenty,GrassGreenRussula YellowSwampRussula ,4,Separate Unidentified,,Morel FunnelMoss FunnelSlope
571,46,F,25,3,4,5,4,1,3,2,3,x,,,,,,,x,x,,x,,x,,AlbatrellusOvinus Hydnum,Russula,4,Pick White,Pick,
572,56,F,4,4,2,4,4,5,2,2,4,x,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle Bolete HygrophorusCamarophyllus Chanterelle Lactarius Russula,,5,Pick,,
573,37,F,25,5,4,4,4,3,4,2,2,x,x,,x,,,,x,x,,x,x,,,FunnelChanterelle Lactarius Russula,WoollyMilkcap  GrassGreenRussula ,3,Eat,Milk,
574,56,F,48,6,5,4,5,4,4,2,4,x,,,x,x,x,,x,x,x,x,x,x,x,AlbatrellusOvinus FunnelChanterelle HygrophorusCamarophyllus HornOfPlenty SweetTooth Russula Porcini,Chanterelle  Porcini,4,Pick,None Milk,Chanterelle
575,43,F,20,4,4,4,4,5,4,1,3,x,x,,x,x,,x,x,x,,x,x,x,,FunnelChanterelle,Chanterelle   Leccinum,4,Pick Sources,,Old Mossy Spruces Sloped
576,31,F,10,3,2,5,5,4,2,2,5,x,,,x,,,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,5,Pick ,Terrain,Old Mossy
577,44,F,43,8,4,4,4,4,3,3,4,x,,,x,x,,x,x,x,,x,x,x,x,Porcini FunnelChanterelle HornOfPlenty FalseSaffronMilkcap Agaricus Lactarius,Chanterelle  GrassGreenRussula  RoughStemmedBolete,4,Milk,,
578,53,F,15,2,2,4,2,4,4,1,3,,,,x,x,,x,x,,,x,x,,,FunnelChanterelle Bolete,Bolete  Chanterelle,4,Pick One Whole Terrain,White Lookalike,FunnelMoss FunnelSpruce Cluster
579,41,F,10,4,4,4,4,5,4,1,4,x,,,x,,,,x,x,,x,x,x,,Russula Bolete, Chanterelle,4,Pick Separate,,
580,40,M,20,5,5,5,4,5,4,2,4,,x,x,x,,,,x,x,,x,x,,x,FunnelChanterelle AlbatrellusOvinus,Chanterelle,5,Pick,,Chanterelle Morel
581,40,F,35,5,5,4,4,4,5,1,1,x,,,x,x,,,x,x,,x,x,,,Bolete LactariusTrivialis Lactarius Russula LactariusLignyotus AlbatrellusOvinus Chanterelle HypholomaCapnoides SlimySpikeCap,Chanterelle  Leccinum  Russula  SlipperyJack,4,Lost Equipment,White Sources Milk Sponge Pick ,Kosteus 
582,54,F,45,12,4,4,4,4,4,2,4,x,,,,,,,x,x,,x,x,x,,FunnelChanterelle VelvetBolete SweetTooth GypsyMushroom Bolete,Chanterelle  Russula,4,Pick,Milk Sponge,Chanterelle FunnelMoss
583,44,F,3,5,2,4,2,4,2,1,4,,,,x,x,x,,x,x,,,x,,,FunnelChanterelle,,4,Pick,Sources,Chanterelle Morel FunnelSpruce FunnelSlope
584,52,F,42,6,4,4,4,4,2,1,5,x,x,,x,x,,,x,x,,x,x,x,,,,5,Pick,,
585,70,F,40,3,3,4,3,5,4,2,3,x,,x,,,,,x,x,,,x,,,LactariusRufus FunnelChanterelle AlbatrellusOvinus,Chanterelle   Lactarius,4,Pick Milk,,FunnelMoss FunnelSlope Chanterelle Morel
586,66,M,55,3,4,4,4,3,3,3,4,x,,,x,x,x,,,x,,,,,,FunnelChanterelle AlbatrellusOvinus,Chanterelle,4,Pick,,
587,41,F,38,13,4,4,2,5,4,1,3,x,,,,,,,x,x,,x,x,,x,FunnelChanterelle Bolete HornOfPlenty AlbatrellusOvinus LactariusTrivialis,Leccinum  Agaricus  ParasolMushroom  Chanterelle,4,Milk White ,Milk White Webcap Eat,FunnelSlope
588,66,F,55,4,3,4,4,4,4,1,3,x,,,,x,x,,x,x,,x,x,x,,Bolete,Chanterelle,4,,,
589,48,F,30,3,4,5,4,2,4,4,2,x,,,,,x,,x,,,x,x,,,FunnelChanterelle HornOfPlenty Bolete,Chanterelle  Russula,4,Pick Separate,Milk Stockings Sponge,Kosteus Chanterelle Morel
590,36,F,33,7,4,4,4,4,2,1,1,x,x,,x,,,x,x,x,,x,x,,,Lactarius Russula Bolete FunnelChanterelle Chanterelle GypsyMushroom,Chanterelle  ParasolMushroom,4,Clean,Stockings,Old
591,42,F,10,10,4,4,4,3,4,2,3,x,,x,x,x,x,,x,x,,x,x,x,x,FunnelChanterelle Chanterelle AlbatrellusOvinus Hydnum HornOfPlenty Bolete,Chanterelle  Russula,4,White,White,Old
592,65,F,45,1,5,5,4,5,2,2,2,x,x,x,,,,,x,,,x,x,x,x,PineBolete FunnelChanterelle Chanterelle,Chanterelle,4,Pick,,
593,38,M,12,5,4,4,4,3,3,2,2,x,,,x,x,,,x,x,,x,x,,x,FunnelChanterelle Chanterelle Cantharellus LactariusRufus Lactarius,Russula  Agaricus,4,Eat Separate,Milk Sponge,FunnelSlope Morel
594,35,F,6,2,2,5,4,2,4,4,1,x,,,x,x,,,x,x,,,x,,,FunnelChanterelle Porcini AlbatrellusOvinus,Chanterelle,2,Pick Separate Sources One,White,Familiar Chanterelle
595,50,M,35,2,4,4,4,5,4,3,3,x,,,,,,,x,,,,,,,FunnelChanterelle,,3,,,
596,51,F,29,14,5,4,4,2,4,1,1,,,,,,x,,,x,,x,,,,HornOfPlenty FunnelChanterelle Russula Hydnum AlbatrellusOvinus Lactarius Hygrophoraceae Bolete,Chanterelle  Armillaria  GrassGreenRussula  UglyMilkcap  CommonPuffball,4,Poisonous Pick Whole Sources,,
597,50,F,20,6,2,4,4,1,4,1,3,x,,,,x,,,,,,,x,,,Chanterelle FunnelChanterelle AlbatrellusOvinus Lactarius GypsyMushroom,OrangeBirchBolete  WoollyMilkcap Lactarius  HornOfPlenty  Russula,5,Pick One Separate,Pick,Mossy
598,41,F,10,4,4,5,4,4,4,4,2,x,,,,x,,,x,x,,,,,,,,4,,,
599,49,F,45,5,5,5,5,3,4,2,4,x,,,,,,x,x,x,,,x,x,x,HornOfPlenty FunnelChanterelle,Leccinum,3,Pick Terrain Clean Clean,Milk White,
600,61,F,30,2,4,4,4,2,2,3,4,,,,x,,,x,x,x,,,x,x,x,FunnelChanterelle AlbatrellusOvinus Lactarius SweetTooth TerracottaHedgehog,YellowSwampRussula  Chanterelle  GrassGreenRussula  Lactarius,4,Lost Clean Pick Separate Sources ,Milk Sponge BoleteSafe,Pine Chanterelle FunnelSpruce FunnelSlope Morel
601,47,F,15,5,4,4,4,5,4,2,1,x,,,x,,x,,x,x,,x,x,x,,Chanterelle FunnelChanterelle Bolete SweetTooth AlbatrellusOvinus ParasolMushroom,Bolete Agaricus ParasolMushroom HornOfPlenty ,4,BoleteSafe ,Spot White,Kosteus
602,30,M,2,5,2,1,4,5,4,1,1,x,x,,,x,,,x,,,,,,,LactariusTrivialis Tricholoma Bolete Armillaria,Bolete  Chanterelle  WoollyMilkcap,5,Pick,Sponge,
604,65,M,20,5,3,4,3,4,3,1,1,,,,x,,,x,x,x,,,,x,,Porcini FunnelChanterelle AlbatrellusOvinus,,3,Pick,Pick Sources,
605,33,F,20,3,5,4,4,5,4,2,4,x,x,,x,,,,x,x,,x,x,x,x,Bolete  AlbatrellusOvinus HornOfPlenty FunnelChanterelle,Bolete Chanterelle,1,,,
606,52,F,35,6,4,4,4,4,4,2,2,x,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle Porcini Lactarius,Lactarius  Chanterelle,5,Eat Clean ,Smell Milk,Chanterelle FunnelSpruce FunnelSlope FunnelMoss
607,46,F,36,5,4,4,4,4,2,2,3,x,x,,x,,,,x,x,,x,x,x,x,Bolete,Chanterelle  Lactarius,4,White,,
608,63,F,20,6,4,4,4,2,5,1,5,,,,,,,x,x,x,,x,x,x,,FunnelChanterelle Bolete Russula Lactarius Hygrophoraceae Agaricus ,Chanterelle,3,Familiar White Pick Unidentified Separate ,Webcap Pick One,Old Mossy Spruces
609,51,F,41,5,5,4,4,4,4,4,2,x,x,x,,,,,,x,x,x,x,x,,FunnelChanterelle Porcini Russula,Russula ParasolMushroom,4,Eat Lost,,
610,53,F,51,6,4,5,5,4,5,2,4,x,x,,x,x,,,x,x,,x,x,x,,FunnelChanterelle AlbatrellusOvinus LactariusRufus Russula HornOfPlenty,Chanterelle  Bolete  LactariusTrivialis,5,Pick One,Milk White,Mossy Chanterelle Kosteus Familiar
611,36,F,6,3,2,4,4,5,4,2,3,,,,x,x,,x,,x,,x,x,x,,Porcini FunnelChanterelle LactariusRufus HornOfPlenty,Chanterelle  ParasolMushroom,4,Pick,,
612,28,F,5,3,4,4,4,5,4,2,3,x,x,,x,,,,x,x,,x,x,x,x,FunnelChanterelle CraterellusLutescens Bolete,Chanterelle,5,Pick Milk,White Spot Webcap Milk,
613,57,F,24,8,4,2,4,2,5,2,5,x,,,x,x,x,x,x,x,,x,x,x,x,Russula Lactarius Bolete Hygrophoraceae AlbatrellusOvinus Hydnum Webcap,Russula  Porcini  Leccinum  Armillaria ,4,Eat Whole ,Milk,
614,66,F,40,6,5,5,4,2,4,1,1,x,,,x,,x,,x,x,,x,x,,x,Porcini Lactarius HygrophorusCamarophyllus CrabBrittlegill RussulaVinosa AlbatrellusOvinus Hydnum FunnelChanterelle HornOfPlenty,YellowSwampRussula  GrassGreenRussula  SheathedWoodtuft  Chanterelle  OrangeBirchBolete,4,Equipment Tell,None Sponge ,
615,65,F,25,3,5,4,5,2,2,2,4,,,,x,,,x,x,x,,,x,x,,CurryMilkcap HornOfPlenty FunnelChanterelle Porcini GypsyMushroom LactariusTrivialis LactariusRufus,Chanterelle,4,Pick,Pick,Old
616,32,F,3,3,2,2,3,2,4,1,1,x,,,x,x,,,x,x,,x,x,x,x,FunnelChanterelle Lactarius,,5,,,
617,62,F,55,10,4,4,4,4,4,4,2,x,,,x,,x,,x,x,,,x,x,,Bolete AlbatrellusOvinus FunnelChanterelle Lactarius GypsyMushroom,Chanterelle Coprinus WoollyMilkcap,4,Pick Clean Milk,Sources,
618,34,M,10,10,4,5,5,1,1,1,3,x,,x,x,x,x,,x,x,x,x,,x,,FunnelChanterelle AlbatrellusOvinus SweetTooth,ParasolMushroom,5,Lost Equipment ,Eat Lookalike Terrain Poisonous Sources,Morel
619,67,F,10,6,4,4,4,2,4,2,2,,,,x,x,x,,x,x,,x,x,x,x,Bolete Lactarius FunnelChanterelle HornOfPlenty Russula GypsyMushroom AlbatrellusOvinus,Chanterelle  Bolete  Russula  Lactarius ,5,Pick Whole Equipment Alone ,Milk White Webcap Pick Sources Poisonous,Familiar Path FunnelMoss
620,62,F,40,2,4,4,4,5,5,5,4,,,x,x,,,x,,x,,x,x,x,,Hydnum FunnelChanterelle Russula Bolete GypsyMushroom,Chanterelle,5,Pick,,
621,40,F,8,2,3,4,2,4,5,4,4,,,,x,x,,,x,,,x,x,,,Bolete FunnelChanterelle AlbatrellusOvinus,,4,Equipment Tell ,Pick Milk,Familiar FunnelSlope Path
622,59,F,25,3,3,4,4,4,4,2,3,,x,,x,,x,,x,x,,,,,,FunnelChanterelle Chanterelle BloodRedWebcap AlbatrellusOvinus Lactarius Russula,Chanterelle,5,Pick,,
623,33,F,2,3,1,2,1,3,4,1,3,,x,,,,,x,x,x,,x,x,x,,Bolete,Bolete,3,Pick,Pick,
624,38,F,1,1,1,3,3,5,2,4,1,,,,x,x,,,x,,,x,x,x,,FunnelChanterelle,Chanterelle,1,,,
625,27,M,2,4,4,4,4,4,4,2,2,x,,x,x,x,,,x,x,,x,x,,,FunnelChanterelle Chanterelle Bolete Russula Lactarius,   Chanterelle  Russula ,3,Pick,Sources,
626,50,F,45,3,5,5,5,4,4,4,3,x,,,,,,,x,x,,,,,x,FunnelChanterelle Chanterelle Bolete,Chanterelle,2,,Sources,
627,66,F,60,6,5,4,4,5,4,2,5,x,,,,,,,x,x,,,x,x,,FunnelChanterelle Bolete AlbatrellusOvinus Russula,Chanterelle  Russula  OrangeBirchBolete,4,Pick White,,
628,43,F,15,3,4,4,4,5,4,4,3,x,,,,,,,,,,,,,,FunnelChanterelle Chanterelle Lactarius,OrangeBirchBolete,5,Pick,Milk Smell,FunnelSpruce
629,43,F,35,4,5,5,5,5,5,2,3,x,,,,,,x,x,x,,x,x,,,FunnelChanterelle Chanterelle HornOfPlenty Hydnum Russula GypsyMushroom Lactarius,Bolete  Agaricus  Lactarius,5,Pick Senses Sources,Milk Smell,Instinct
630,61,F,30,2,2,4,4,4,4,4,4,x,,x,x,x,,,,x,,,x,x,,FunnelChanterelle Lactarius,Chanterelle  Bolete ,4,White Milk Senses ,Ring Milk,
631,47,M,26,8,4,4,4,3,3,1,3,,,,x,,x,x,x,x,x,x,x,x,x,Russula RussulaPaludosa RussulaVinosa CrabBrittlegill Hydnum HornOfPlenty AlbatrellusOvinus Chanterelle CurryMilkcap Porcini,ParasolMushroom  Chanterelle  BareToothedRussula  OrangeBirchBolete ,4,Pick Clean ,White Lookalike,Path
632,32,Other,20,5,5,3,4,2,3,2,1,x,,,,x,,,x,x,x,x,x,,,AlbatrellusOvinus FunnelChanterelle Russula Lactarius HygrophorusCamarophyllus HornOfPlenty Leccinum,SlipperyJack  Chanterelle  Leccinum,5,Alone Equipment,Sponge Milk Smell White Sources ,Similar FunnelMoss Chanterelle Instinct
633,33,F,3,8,3,4,3,4,2,1,1,,,x,x,,x,x,x,x,,x,x,x,x,Bolete SlimySpikeCap Cantharellus Russula,Bolete ,5,,,
634,58,F,40,15,4,3,3,4,2,4,5,,,,,,,x,x,x,x,x,x,x,,AlbatrellusOvinus FunnelChanterelle Bolete Russula HornOfPlenty FalseSaffronMilkcap CurryMilkcap HygrophorusCamarophyllus Hygrophoraceae FlatBulb HypholomaCapnoides Webcap Russula Otidea Mycena Clavariadelphus Ramaria,Russula   GrassGreenRussula YellowSwampRussula  Bolete  WoollyMilkcap  UglyMilkcap  SheathedWoodtuft  Chanterelle ,3,Sources ,White,
635,35,F,10,10,4,5,4,2,4,2,4,x,x,,,x,,,x,x,,x,x,x,x,Bolete Leccinum Porcini AlbatrellusOvinus Hydnum SlimySpikeCap FunnelChanterelle CraterellusLutescens Chanterelle,Chanterelle  HornOfPlenty  Bolete,4,White Sources ,Milk Lookalike,
636,60,F,30,5,4,5,4,5,5,1,2,x,,,x,,,,x,x,,x,,x,,HornOfPlenty Chanterelle AlbatrellusOvinus SweetTooth VelvetBolete LactariusRufus GypsyMushroom,Chanterelle  Russula ,4,Familiar Equipment ,Pick,Familiar
637,42,M,22,2,4,5,5,3,4,5,5,,x,,,,,,x,x,,,,,,Bolete Lactarius,Chanterelle Agaricus,5,Pick,Pick,Morel Chanterelle
638,55,F,44,6,4,4,2,5,4,2,4,x,,,,,,x,,x,,x,x,,,Bolete,,3,Pick Clean,,
639,45,F,5,2,4,5,2,5,4,4,2,,,,,,,x,x,x,,x,x,x,x,FunnelChanterelle Porcini,,3,Pick,,
640,34,M,4,3,3,1,1,5,4,2,3,,,,x,x,x,,x,,,,x,,x,Russula FunnelChanterelle HornOfPlenty,ShaggyInkCap,4,White Pick ,Sponge Bulb,
641,55,F,51,6,5,5,4,1,4,1,1,x,x,x,x,,x,,x,x,,x,x,x,x,Lactarius Agaricus Hydnum AlbatrellusOvinus HornOfPlenty Webcap FunnelChanterelle Russula,Chanterelle  GyromitraEsculenta  Lactarius  Leccinum  Hygrophoraceae Armillaria SheathedWoodtuft  Russula,3,Milk Pick White ,Smell,
642,45,F,10,2,4,5,4,4,4,2,4,x,,,,x,,,x,x,,x,x,x,,Chanterelle FunnelChanterelle,Chanterelle ,4,Pick Clean ,Pick,
643,73,F,60,3,2,5,4,5,5,5,3,x,x,,x,x,x,,x,,,x,x,x,,FunnelChanterelle Chanterelle Porcini Porcini Bolete AlbatrellusOvinus Lactarius,GyromitraEsculenta,3,Pick,Pick,Familiar
644,30,F,10,3,2,4,4,4,4,1,3,,x,x,x,x,,,x,x,,x,x,,x,Chanterelle FunnelChanterelle SweetTooth Bolete LactariusRufus,Chanterelle  WoollyMilkcap,2,BoleteSafe,Milk,
645,57,F,10,2,4,4,4,4,4,4,3,x,,,x,,x,x,,x,,,,,,Chanterelle Bolete,GyromitraEsculenta  AlbatrellusOvinus,3,Milk,,
646,46,F,25,3,5,5,5,5,4,1,3,x,,,,,,x,,x,,x,x,x,,FunnelChanterelle HornOfPlenty Chanterelle LactariusTrivialis,,5,Equipment Tell ,White Webcap Milk,FunnelMoss FunnelSlope Familiar
647,28,F,5,3,2,4,2,5,4,1,4,x,x,,,x,,,x,x,,x,x,x,,,,4,,,
648,59,F,35,4,4,5,4,5,5,4,4,x,,,x,,,,x,,,x,x,x,,FunnelChanterelle Chanterelle HornOfPlenty Bolete,FlyAgaric,1,Pick,Pick,Familiar
649,51,F,15,3,4,4,3,5,5,2,1,x,,,,,,,,,,,,x,,Chanterelle Lactarius,,5,Pick,Pick,Familiar
650,42,M,25,5,4,4,4,4,4,2,2,x,,,x,,,,x,x,,x,x,x,,Russula FunnelChanterelle,Chanterelle  Bolete,4,,,
651,32,F,7,3,3,4,4,4,4,1,3,,x,x,x,x,,,x,x,,x,x,x,x,AlbatrellusOvinus,Chanterelle,4,Pick,,
652,55,F,29,4,4,4,4,4,4,4,4,,,x,x,,,,,x,,x,x,,,FunnelChanterelle AlbatrellusOvinus,Chanterelle  Bolete ,4,Equipment Familiar,Pick,
653,61,M,30,8,5,4,4,4,4,1,5,x,,,x,,,,,x,,x,x,,,FunnelChanterelle Russula Lactarius AlbatrellusOvinus,Chanterelle  Bolete  SheathedWoodtuft ,5,,,Old
654,62,F,30,10,5,5,5,1,4,5,5,,,,,,x,,x,x,x,,x,,,BloodRedWebcap FunnelChanterelle AlbatrellusOvinus HornOfPlenty,GrassGreenRussula BoletusBetulicola   TheDeceiver  Hygrophoraceae,2,Poisonous ,Stockings,Chanterelle FunnelMoss Rufous
655,55,M,3,1,2,4,4,5,4,4,3,x,,,x,x,,,,x,,x,,x,,Chanterelle,,3,,,
656,39,F,25,3,4,5,3,5,5,2,4,x,,,x,,,,x,,,,x,x,x,FunnelChanterelle Hydnum Chanterelle AlbatrellusOvinus,Chanterelle  Russula,5,Equipment Pick,White,
657,63,F,40,3,4,1,4,4,4,2,1,x,,,x,,,,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty WoollyMilkcap AlbatrellusOvinus Hydnum,Chanterelle  Russula,4,Pick,,Kosteus Scent
658,58,F,51,7,4,5,4,4,5,4,4,x,x,,x,,,,x,x,,x,,,,Russula Lactarius FunnelChanterelle,Chanterelle  Bolete,1,Unidentified Separate,White Webcap,Familiar
659,75,M,50,4,4,4,4,1,2,2,4,x,,,x,,,,x,x,,,x,,,Russula GypsyMushroom FunnelChanterelle,Russula,5,,None,
660,37,F,3,3,3,4,4,5,4,1,4,,,x,,x,x,,x,x,,x,,,,HornOfPlenty FunnelChanterelle CurryMilkcap YellowSwampRussula RussulaVinosa AlbatrellusOvinus Hydnum,Chanterelle,4,Equipment,White Ring Pick,Mossy Sloped
661,31,F,2,2,1,5,3,4,5,3,4,,x,,,,,x,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle  Bolete,4,Pick,Red,
662,34,F,4,5,4,4,4,2,2,1,1,x,,x,,,x,x,x,x,,x,x,,,FunnelChanterelle Lactarius Bolete,Russula,2,Sources,Pick,
663,44,M,38,4,4,4,4,4,2,2,3,x,,,,,,,x,x,,x,,,,FunnelChanterelle BloodRedWebcap Agaricus,Bolete,3,,None,
664,43,F,5,7,1,3,4,4,4,3,3,x,,x,x,x,,x,x,x,,,x,x,,Bolete FunnelChanterelle CraterellusLutescens Ramaria,Bolete  Agaricus,5,Pick Senses,Sources,
665,58,F,20,4,4,5,2,2,4,2,2,,,,,,,x,,x,,,x,,x,HornOfPlenty FunnelChanterelle Chanterelle Bolete BloodRedWebcap,,5,Pick,Pick,Familiar
666,31,F,2,4,2,4,2,4,4,2,1,,,,x,x,x,,,x,,x,x,,,AlbatrellusOvinus SweetTooth FunnelChanterelle,Bolete Leccinum,4,Eat,Spot Smell White,
667,70,F,45,3,4,5,4,5,3,2,5,x,,,,,,,,x,,,x,,x,Lactarius Bolete,Chanterelle,4,Pick,Sources,
668,59,F,45,4,4,4,4,5,4,2,4,x,x,,,,,,x,,,,x,,,FunnelChanterelle Bolete,Chanterelle,4,Pick,Smell,
669,48,F,54,7,3,4,4,4,5,2,1,x,,,,,,,x,,,,,,,Russula Lactarius,Chanterelle  HornOfPlenty,4,Whole Separate,Milk Sponge,Familiar
670,61,M,50,5,4,4,4,2,2,1,3,x,x,,x,,,x,x,x,,x,x,,x,FunnelChanterelle SweetTooth AlbatrellusOvinus Bolete Russula GypsyMushroom FlatBulb Chanterelle,WoollyMilkcap  Chanterelle  OrangeBirchBolete Bolete Russula,2,Lost Equipment,BoleteSafe,
671,46,M,20,10,4,4,3,2,4,3,4,x,,,,,,,x,x,,x,x,,,FunnelChanterelle,Chanterelle,3,,,Chanterelle FunnelMoss
672,61,F,40,8,3,4,3,4,2,2,2,,,,x,,,,x,x,,x,x,,,Bolete Lactarius FunnelChanterelle,Bolete Chanterelle,5,Pick,Sponge Milk Terrain Sources,
673,53,F,40,8,5,5,5,4,2,1,4,x,x,,,,,,x,x,,,x,,,FunnelChanterelle Bolete Lactarius AlbatrellusOvinus Chanterelle HornOfPlenty BloodRedWebcap,Bolete  Chanterelle  Lactarius  Russula,5,Tell Equipment,Pick,
674,40,F,20,3,4,4,4,2,1,4,5,,x,,x,x,,,x,,,x,x,,,FunnelChanterelle AlbatrellusOvinus Hydnum,Bolete  Agaricus ,4,Tell Equipment,Milk,Rufous
675,45,F,25,3,4,4,4,4,2,2,4,,,,x,,,,x,x,,,,x,,FunnelChanterelle AlbatrellusOvinus, Russula,4,Poisonous ,Pick,Mossy FunnelMoss
676,38,F,20,2,4,4,3,4,4,1,2,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle,Chanterelle,5,Pick,,Instinct
677,50,F,30,4,4,5,5,2,4,1,4,x,,,,,,,x,x,,x,x,x,x,FunnelChanterelle HornOfPlenty Chanterelle,Chanterelle,4,Pick,White,
678,74,F,43,2,5,5,4,4,5,5,5,,,,x,x,,,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty,Chanterelle ,4,Pick,White,Old FunnelSpruce Morel
679,29,F,4,4,4,5,3,4,4,5,5,x,,,,,,x,x,x,,,,x,x,Porcini FunnelChanterelle Lactarius Chanterelle,WoollyMilkcap,4,Pick Lost,Lookalike,
680,66,F,46,2,4,4,3,4,5,2,2,x,,,x,,,,x,x,,x,x,x,,Porcini LactariusTrivialis Chanterelle FunnelChanterelle AlbatrellusOvinus HygrophorusCamarophyllus Russula Hydnum,Porcini  Chanterelle  Hydnum,4,,,
681,65,F,56,14,5,4,3,5,2,1,4,x,,,x,,x,,x,x,,x,x,x,,FunnelChanterelle,Chanterelle,5,Sources,Milk Ring,Mossy
682,30,F,8,2,2,4,2,4,4,5,4,x,x,,,,,,x,x,,x,,,,Bolete Lactarius Cantharellus,Chanterelle,1,Pick ,Milk Smell,Familiar
683,46,F,3,4,4,2,4,1,2,1,4,x,,,x,x,,,,x,,x,,x,,Bolete Chanterelle,Agaricus  SheathedWoodtuft,5,Tell Equipment Pick Clean,Poisonous BoleteSafe Pick,Path
684,35,F,10,3,3,4,4,2,2,2,1,,,,,,,x,x,x,,,x,,,Lactarius Russula Chanterelle FunnelChanterelle HornOfPlenty,Bolete,4,Pick Unidentified White,BoleteSafe Milk,
685,64,F,37,4,5,4,4,4,3,4,4,,,,,,,x,x,x,,x,x,x,,FunnelChanterelle HornOfPlenty,Chanterelle,3,Clean Familiar Equipment,Smell,Familiar
